"channel_title","views","category","Channel.Video"
"shakiraVEVO",18524908,"Music","Video"
"Lionel Nation",43345,"News & Politics","Video"
"The Voice",95727,"Entertainment","Video"
"MTV",1178853,"Entertainment","Video"
"OmarGoshTV",135105,"Entertainment","Video"
"Philip DeFranco",1335198,"Entertainment","Video"
"Lolywood",1397999,"Comedy","Video"
"MrMBB333",29941,"People & Blogs","Video"
"Fan Dick morris 7",40193,"People & Blogs","Video"
"JTBC News",112274,"News & Politics","Video"
"Summoning Salt",312354,"Gaming","Video"
"theneedledrop",285042,"Music","Video"
"SoulPancake",33440,"Entertainment","Video"
"H. A. Goodman",41146,"People & Blogs","Video"
"FailArmy",1193008,"Comedy","Video"
"PinkVEVO",174097,"Music","Video"
"The Late Show with Stephen Colbert",707447,"Entertainment","Video"
"Music GO Relaxing",358122,"Music","Video"
"T-Series Apna Punjab",2086966,"Music","Video"
"WillNE",606730,"Comedy","Video"
"IG - Daily",36084,"News & Politics","Video"
"The Still Report",61401,"News & Politics","Video"
"Clevver Style",357838,"Howto & Style","Video"
"FiftyShadesVEVO",9754576,"Music","Video"
"Vevo",10080696,"Music","Video"
"LogicVEVO",1883643,"Music","Video"
"The Late Late Show with James Corden",2393894,"Entertainment","Video"
"LuisFonsiVEVO",2624912,"Music","Video"
"Recording Academy / GRAMMYs",1798834,"Music","Video"
"MigosVEVO",3432900,"Music","Video"
"PewDiePie",4460448,"Gaming","Video"
"Tati",737219,"Howto & Style","Video"
"Washington Post",696751,"News & Politics","Video"
"CrazyRussianHacker",1242606,"Science & Technology","Video"
"Good Mythical Morning",436140,"Entertainment","Video"
"Guardian News",485163,"News & Politics","Video"
"Late Night with Seth Meyers",1463275,"Comedy","Video"
"The Game Theorists",2936129,"Gaming","Video"
"The Late Show with Stephen Colbert",1148839,"Entertainment","Video"
"T-Series",8649634,"Music","Video"
"Mr Singh",524084,"Music","Video"
"Sugar Pine 7",195652,"Entertainment","Video"
"The Slow Mo Guys",1755116,"People & Blogs","Video"
"Meet Arnold",3017866,"People & Blogs","Video"
"Linus Tech Tips",2452154,"Science & Technology","Video"
"Smosh",1339479,"Comedy","Video"
"DramaAlert",1636148,"News & Politics","Video"
"Nick Ramos",1276082,"Sports","Video"
"Nerd City",225273,"Education","Video"
"E! Live from the Red Carpet",994725,"Entertainment","Video"
"Good Mythical MORE",205497,"Entertainment","Video"
"Clevver News",791068,"Entertainment","Video"
"WWE",7735840,"Sports","Video"
"HipHop Sounds",2638493,"Music","Video"
"Tibo InShape",1928265,"Sports","Video"
"SMTOWN",10964492,"Music","Video"
"JusReign",143756,"Comedy","Video"
"Markiplier",675088,"Gaming","Video"
"Conservative Network",141637,"News & Politics","Video"
"TencentVideo 腾讯视频",295990,"Entertainment","Video"
"DavidParody",343189,"Entertainment","Video"
"REACT",635845,"Entertainment","Video"
"Wendy Williams",341235,"Entertainment","Video"
"Rapid Highlights",216488,"Sports","Video"
"Lama Faché",399981,"Entertainment","Video"
"Vox",437747,"News & Politics","Video"
"Battle Universe",496791,"Entertainment","Video"
"Australian Open TV",296002,"Sports","Video"
"Access",123466,"Entertainment","Video"
"Strictly Dumpling",241829,"Travel & Events","Video"
"SMG上海电视台官方频道 SMG Shanghai TV Official Channel",201192,"Entertainment","Video"
"ET Canada",770520,"Entertainment","Video"
"Mcfly & Carlito",2708333,"Entertainment","Video"
"Al Aoula TV",475032,"Entertainment","Video"
"SethEverman",425442,"Entertainment","Video"
"jacksepticeye",520724,"Gaming","Video"
"KathleenLights",200138,"Howto & Style","Video"
"ESPN",959927,"Sports","Video"
"Safiya Nygaard",2041051,"People & Blogs","Video"
"The Graham Norton Show",2909763,"Entertainment","Video"
"Sidemen",1916874,"Entertainment","Video"
"SET India",358262,"Entertainment","Video"
"The AFC Hub",730149,"Sports","Video"
"The king of DIY",235033,"Pets & Animals","Video"
"SamSmithWorldVEVO",686115,"Music","Video"
"The King of Random",575275,"Education","Video"
"BuzzFeedBlue",2130396,"People & Blogs","Video"
"Global TV",12004,"Entertainment","Video"
"brutalmoose",203376,"Entertainment","Video"
"JumpmanGerm",164721,"Music","Video"
"The National",18418,"News & Politics","Video"
"Replay Plus",37945,"People & Blogs","Video"
"Music Relaxing",403630,"Music","Video"
"secureteam10",505242,"Science & Technology","Video"
"Binging with Babish",860977,"Entertainment","Video"
"#AndresSTyle",456096,"People & Blogs","Video"
"The Young Turks",126224,"News & Politics","Video"
"Team Coco",701411,"Comedy","Video"
"Global News Online",34494,"People & Blogs","Video"
"Looper",365207,"Entertainment","Video"
"MSNBC",106507,"News & Politics","Video"
"The View",83844,"Entertainment","Video"
"U2VEVO",536869,"Music","Video"
"SciShow",1009781,"Education","Video"
"Marvel Entertainment",4761311,"Entertainment","Video"
"VikatanTV",1268075,"Shows","Video"
"The Real Daytime",94069,"Entertainment","Video"
"ChilledCow",495177,"Music","Video"
"TV Punjab",836325,"News & Politics","Video"
"Draw with Jazza",515208,"Howto & Style","Video"
"Anonymous Official",286589,"News & Politics","Video"
"FBE",788042,"Entertainment","Video"
"NikkieTutorials",1535400,"Howto & Style","Video"
"Geek & Sundry",237356,"Entertainment","Video"
"ABP Sanjha",280900,"People & Blogs","Video"
"justintimberlakeVEVO",12458711,"Music","Video"
"江苏卫视官方频道China JiangsuTV Official Channel",158594,"Entertainment","Video"
"LukeCombsVEVO",423463,"Music","Video"
"BRIGHT SIDE",339867,"Howto & Style","Video"
"Peter McKinnon",335322,"People & Blogs","Video"
"BuzzFeedVideo",670683,"People & Blogs","Video"
"Exploring Alternatives",104256,"Howto & Style","Video"
"Eat Bulaga!",150933,"Entertainment","Video"
"IISuperwomanII",1559927,"Comedy","Video"
"AmandaRachLee",174967,"Howto & Style","Video"
"Christen Dominique",231710,"Howto & Style","Video"
"Nicole Guerriero",187561,"Howto & Style","Video"
"MrBeast",7475736,"Entertainment","Video"
"Entertainment Tonight",372615,"Entertainment","Video"
"CONCACAF",52947,"Sports","Video"
"Mike Korzemba",392209,"Sports","Video"
"WOWPresents",312427,"Entertainment","Video"
"The Dr. Phil Show",44968,"Entertainment","Video"
"Cow Chop",275053,"Gaming","Video"
"Bella Fiori",326504,"Howto & Style","Video"
"USA TODAY",31881,"News & Politics","Video"
"The Action Lab",1082166,"Entertainment","Video"
"Breakfast Club Power 105.1 FM",203222,"Entertainment","Video"
"Dunya News",88825,"News & Politics","Video"
"CNN",194751,"News & Politics","Video"
"MLG Highlights",2841141,"Sports","Video"
"Trump News Stream",111984,"News & Politics","Video"
"Vogue",370629,"Music","Video"
"6ix Wars",50868,"Entertainment","Video"
"Pilipinas Got Talent",1476610,"Entertainment","Video"
"Reaction Time",410647,"Entertainment","Video"
"Tracy Beanz",102352,"People & Blogs","Video"
"NewsOne Pk",299371,"News & Politics","Video"
"Çukur",1253470,"People & Blogs","Video"
"SQUEEZIE",3959546,"Comedy","Video"
"Comedy Central UK",426346,"Comedy","Video"
"Comedy Central UK",426346,"Comedy","Video"
"theREDMASKchannel",1291828,"Gaming","Video"
"theMeatly",319666,"Gaming","Video"
"ABS-CBN Entertainment",187172,"Entertainment","Video"
"A Call For An Uprising",117026,"Music","Video"
"American News",177172,"News & Politics","Video"
"Skip and Shannon: UNDISPUTED",367482,"Sports","Video"
"RadaanMedia",549434,"Entertainment","Video"
"剧多多 MM",54341,"Entertainment","Video"
"SBS Entertainment",44245,"Entertainment","Video"
"HUM TV",338691,"Entertainment","Video"
"WildSpartanz",67712,"Entertainment","Video"
"ImAllexx",78569,"Comedy","Video"
"NHL",201437,"Sports","Video"
"SAB TV",252845,"Entertainment","Video"
"湖南卫视芒果TV官方频道 China HunanTV Official Channel",771621,"Entertainment","Video"
"ZEDDVEVO",4662973,"Music","Video"
"HAR PAL GEO",438961,"Entertainment","Video"
"penguinz0",334254,"Gaming","Video"
"Golden State Times",81777,"News & Politics","Video"
"No Jumper",265435,"Entertainment","Video"
"Mark Wiens",313184,"Travel & Events","Video"
"Toronto Maple Leafs",4840,"Sports","Video"
"HugoPOSAY",1134566,"Entertainment","Video"
"我愛小明星大跟班",193990,"Entertainment","Video"
"D5 Channel Punjabi",411452,"News & Politics","Video"
"The Food Ranger",508567,"Travel & Events","Video"
"2FillesOrdinaires",6204,"Howto & Style","Video"
"PinkVEVO",950777,"Music","Video"
"Manny Mua",891895,"Howto & Style","Video"
"Top Pakistani Dramas",329961,"People & Blogs","Video"
"Gentle Whispering ASMR",279235,"Howto & Style","Video"
"Bombard's Body Language",59876,"Entertainment","Video"
"GMA Public Affairs",335688,"Entertainment","Video"
"Music GO Relaxing",359551,"Music","Video"
"Geet MP3",5305848,"Music","Video"
"HealthNut Nutrition",18935,"Howto & Style","Video"
"Chris Smoove",617315,"Sports","Video"
"King Meme Of The Castle",105518,"People & Blogs","Video"
"SGTreport",56038,"News & Politics","Video"
"Jimmy Kimmel Live",261478,"Entertainment","Video"
"Daily Audio",65974,"Music","Video"
"Comment Awards",555314,"Comedy","Video"
"FoundFlix",551895,"Entertainment","Video"
"PowerfulJRE",337273,"People & Blogs","Video"
"Lionel Nation",59916,"News & Politics","Video"
"Facts.",97685,"Entertainment","Video"
"Summoning Salt",557760,"Gaming","Video"
"5-Minute Crafts",1282803,"Howto & Style","Video"
"ZIAS!",463264,"Entertainment","Video"
"Wendy Gaming",156201,"People & Blogs","Video"
"shakiraVEVO",20814284,"Music","Video"
"香港新聞台 HK NEWS 【歡迎訂閱】",13268,"News & Politics","Video"
"The Voice",286272,"Entertainment","Video"
"The Daily Wire",139382,"News & Politics","Video"
"theneedledrop",356037,"Music","Video"
"Thomas Gauthier",49242,"Comedy","Video"
"Vevo",12729423,"Music","Video"
"LogicVEVO",2729136,"Music","Video"
"The Late Late Show with James Corden",2593708,"Entertainment","Video"
"Clevver News",890446,"Entertainment","Video"
"Adam Smith",1697125,"Comedy","Video"
"MigosVEVO",4307820,"Music","Video"
"LuisFonsiVEVO",3938238,"Music","Video"
"Australian Open TV",1030529,"Sports","Video"
"Recording Academy / GRAMMYs",2223950,"Music","Video"
"JusReign",162512,"Comedy","Video"
"SethEverman",472369,"Entertainment","Video"
"PewDiePie",4668508,"Gaming","Video"
"Washington Post",797881,"News & Politics","Video"
"Tati",805292,"Howto & Style","Video"
"CrazyRussianHacker",1309289,"Science & Technology","Video"
"DramaAlert",1665556,"News & Politics","Video"
"REACT",662460,"Entertainment","Video"
"WWE",3306032,"Sports","Video"
"Guardian News",506188,"News & Politics","Video"
"Good Mythical Morning",472785,"Entertainment","Video"
"Late Night with Seth Meyers",1630322,"Comedy","Video"
"The Late Show with Stephen Colbert",1406507,"Entertainment","Video"
"The Game Theorists",3224085,"Gaming","Video"
"Global News Online",46806,"People & Blogs","Video"
"The National",17292,"News & Politics","Video"
"TRUMP LATEST NEWS",70064,"Comedy","Video"
"Nick Ramos",283749,"Sports","Video"
"D5 Channel Punjabi",423074,"News & Politics","Video"
"The Young Turks",130471,"News & Politics","Video"
"T-Series",12060915,"Music","Video"
"Entertainment Tonight",393206,"Entertainment","Video"
"Conservative Network",71614,"News & Politics","Video"
"MSNBC",81076,"News & Politics","Video"
"Balitang Pinoy",148917,"People & Blogs","Video"
"Balitang Pinoy",148917,"People & Blogs","Video"
"Rapid Highlights",967412,"Sports","Video"
"The Graham Norton Show",321018,"Entertainment","Video"
"The Graham Norton Show",321018,"Entertainment","Video"
"Mr Singh",524567,"Music","Video"
"Sugar Pine 7",319028,"Entertainment","Video"
"6ix Wars",66556,"Entertainment","Video"
"NHL",222317,"Sports","Video"
"Meet Arnold",3117480,"People & Blogs","Video"
"Linus Tech Tips",2610992,"Science & Technology","Video"
"The Slow Mo Guys",1923878,"People & Blogs","Video"
"SciShow",340001,"Education","Video"
"Smosh",1486252,"Comedy","Video"
"#AndresSTyle",520401,"People & Blogs","Video"
"AmandaRachLee",222579,"Howto & Style","Video"
"SMG上海电视台官方频道 SMG Shanghai TV Official Channel",232867,"Entertainment","Video"
"Global TV",22120,"Entertainment","Video"
"Marvel Entertainment",7109996,"Entertainment","Video"
"Nerd City",295925,"Education","Video"
"E! Live from the Red Carpet",1131153,"Entertainment","Video"
"Good Mythical MORE",225447,"Entertainment","Video"
"Cover Music",432283,"People & Blogs","Video"
"SMTOWN",14013696,"Music","Video"
"Heartland",36338,"Entertainment","Video"
"Tibo InShape",2197397,"Sports","Video"
"The Liberty Hound",81927,"News & Politics","Video"
"The Daily Wire",163179,"News & Politics","Video"
"Music GO Relaxing",603935,"Music","Video"
"50 Stars",109821,"News & Politics","Video"
"Markiplier",773607,"Gaming","Video"
"PBS NewsHour",4857693,"News & Politics","Video"
"Billboard Charts",321968,"Music","Video"
"TencentVideo 腾讯视频",345112,"Entertainment","Video"
"Trump Latest News Tonight",248824,"Entertainment","Video"
"DavidParody",400876,"Entertainment","Video"
"CNN",172811,"News & Politics","Video"
"NewsOne Pk",302351,"News & Politics","Video"
"Wade Perry",3050,"People & Blogs","Video"
"JumpmanGerm",166751,"Music","Video"
"SPORTSNET",269400,"Sports","Video"
"Wendy Williams",385537,"Entertainment","Video"
"Chris Smoove",639762,"Sports","Video"
"Hanh N",484040,"People & Blogs","Video"
"Cow Chop",282955,"Gaming","Video"
"The View",62918,"News & Politics","Video"
"aDDmoreJuice",89698,"News & Politics","Video"
"SAMAA TV",117711,"News & Politics","Video"
"mart lat",8776,"Entertainment","Video"
"Battle Universe",588799,"Entertainment","Video"
"CasonVids",126129,"News & Politics","Video"
"brutalmoose",210057,"Entertainment","Video"
"Lama Faché",517690,"Entertainment","Video"
"TV Promos",99665,"Entertainment","Video"
"Strictly Dumpling",268071,"Travel & Events","Video"
"Vox",487122,"News & Politics","Video"
"新聞深喉嚨",123701,"News & Politics","Video"
"aljadeedonline",94188,"News & Politics","Video"
"The king of DIY",241069,"Pets & Animals","Video"
"走進台灣",63367,"News & Politics","Video"
"Music Relaxing",404767,"Music","Video"
"ET Canada",865411,"Entertainment","Video"
"Neo TV Network",94314,"News & Politics","Video"
"Eat Bulaga!",49903,"Entertainment","Video"
"Mcfly & Carlito",2922292,"Entertainment","Video"
"SET India",417617,"Entertainment","Video"
"Al Aoula TV",591864,"Entertainment","Video"
"香港新聞台 HK NEWS 【歡迎訂閱】",15363,"News & Politics","Video"
"KathleenLights",225880,"Howto & Style","Video"
"The AFC Hub",734256,"Sports","Video"
"ESPN",1199553,"Sports","Video"
"Safiya Nygaard",2259723,"People & Blogs","Video"
"Steeper33",4656,"News & Politics","Video"
"Sidemen",2002645,"Entertainment","Video"
"Binging with Babish",1031566,"Entertainment","Video"
"TRUTHBOMBS",93532,"News & Politics","Video"
"jacksepticeye",565735,"Gaming","Video"
"SamSmithWorldVEVO",926185,"Music","Video"
"ESATtv Ethiopia",53237,"News & Politics","Video"
"The King of Random",614434,"Education","Video"
"BuzzFeedBlue",2296418,"People & Blogs","Video"
"Watch What Happens Live with Andy Cohen",22141,"Entertainment","Video"
"Sargon of Akkad",327541,"News & Politics","Video"
"Lionel Nation",60262,"News & Politics","Video"
"THIRU TV",214831,"Entertainment","Video"
"FBE",809318,"Entertainment","Video"
"Draw with Jazza",535177,"Howto & Style","Video"
"D100 Radio",26555,"Entertainment","Video"
"Rebel Media",21339,"News & Politics","Video"
"Fan Dick morris 7",84636,"People & Blogs","Video"
"NFL World",72073,"Sports","Video"
"Top15s",365026,"Entertainment","Video"
"Khabar Punjab",83728,"News & Politics","Video"
"政事直播",52208,"News & Politics","Video"
"secureteam10",533631,"Science & Technology","Video"
"Access",137097,"Entertainment","Video"
"Ron Gibson",53032,"News & Politics","Video"
"Randy Rainbow",117682,"Comedy","Video"
"LtCorbis",124750,"Comedy","Video"
"USA TODAY",33532,"News & Politics","Video"
"BrothersOsborneVEVO",141897,"Music","Video"
"Golden State Times",58805,"News & Politics","Video"
"Team Coco",732084,"Comedy","Video"
"CBS Boston",62659,"News & Politics","Video"
"ON Ent",69917,"Entertainment","Video"
"ChrisStapletonVEVO",221288,"Music","Video"
"Styxhexenhammer666",60031,"News & Politics","Video"
"VikatanTV",1386464,"Shows","Video"
"H. A. Goodman",59558,"People & Blogs","Video"
"Toronto Raptors",2740,"Sports","Video"
"Dose of Dissonance",66474,"News & Politics","Video"
"TMZ",147915,"Entertainment","Video"
"Inside Edition",52407,"News & Politics","Video"
"PTC News",211907,"News & Politics","Video"
"Anonymous Official",300430,"News & Politics","Video"
"Élie Pilon",16331,"Comedy","Video"
"Looper",482412,"Entertainment","Video"
"Micro Brulant",52052,"Music","Video"
"江苏卫视官方频道China JiangsuTV Official Channel",166282,"Entertainment","Video"
"U2VEVO",650620,"Music","Video"
"The Official Hagmann Report",81484,"News & Politics","Video"
"Steve Dangle Podcast",12334,"Sports","Video"
